Tweets,Label
 Smuane ae ditutup sekalian mosok cm tiktok shop 😂😂..,Negatif
"TikTok Shop memang platform e-commerce yang populer dan baru saja ditutup, tapi tenang saja ada beberapa alternatif TikTok Shop yang bisa kamu coba.  Di artikel ini kami membahas beberapa alternatif TikTok Shop yang bisa kamu pertimbangkan. 🧐  ",Positif
  Mereka itu aji mumpung aja sebenarnya. Mikirnya kalo misal tiktok shop bisa ditutup kenapa ga ya lain sekalian Padahal tiktok shop ditutup penyebab nya gak sesimpel masalah tanah abang doang,Negatif
"Setelah TikTok Shop, Kini Viral Pedagang Minta Shopee dan Lazada Ditutup  . '",Negatif
 see? nyatanya tiktok shop ditutup ga membuat pasar rame kembali kan? skrng malah mangkak minta semua online shop ditutup wkwk lawak,Positif
Nasib Pengguna TikTok Shop Setelah Resmi Ditutup Pemerintah RI  ,Negatif
Viral di media sosial teriakan pedagang di sebuah pusat perbelanjaan tradisional meminta Shopee dan Lazada ditutup seperti TikTok Shop.  ,Negatif
"Kita harus beradaptasi jika tak mau tergerus arus teknologi. Pasar Tanah Abang gak bakalan rame lagi sekalipun TikTok Shop ditutup, Lazada, Shopee dan ecommerce lainnya pun ikut ditutup.  Ini persoalan malas aja dan yanh malas akan selalu tertinggal.",Negatif
aku gabisa beli cushion somethinc dengan harga sangat murah grgr tiktok shop ditutup nih😭,Positif
"TIKTOK SHOP DITUTUP, STOP SALING MENYALAHKAN!!! SIAPA YANG DIRUGIKAN???  via      ",Negatif
" lagian baru jg tiktok shop ditutup, uda berharap aja omset langsung naik. minimal apa? minimal jangan rewelll doang tp usaha kek cr omset lain selain dari toko offline.",Negatif
 Dikasih hati minta jantung 😆 Pdhl tiktok shop ditutup bukan karna tanah abang sepi. Tapi krn ada project S,Negatif
           Padahal komisi sy sbg affiliator gak utk memperkaya diri. Hanya utk jajan anak2 krn harus cari uang sndr. Single fighter. Trus tiba2 tiktok shop ditutup. Ga jg ingin bersaing dgn artis yg live 24 jam dgn beberapa asistennya. Secukupnya aja.,Negatif
 Aiguu sepertinya krn efek tiktok shop ditutup pd hunting di sopii😔🤣🫂,Positif
" Ngelunjak, tiktok shop dah ditutup masih aja minta tutup yg lain, sekalian aja semua toko tuup kecuali di tanah abang",Negatif
 Kayanya mrk tuh miss informasi gasih ? Bigger picture nya tiktok shop ditutup kan krn regulasinya yg blm bener + alogaritma dia yg diduga naikin produk2 tertentu aja. Bukan perkara online vs offline store 🙃🙃,Negatif
"eeh pdhl kan TikTok Shop ditutup soalnya blm ngantongin izin e-commerce di Indonesia, bukan semata-mata karena pedagang tanah abang aja :s",Negatif
"lhah kan tiktok shop sudah ditutup, belum rame? ya udah berarti emang belum rame  lagian rejeki sudah diatur sama Allah bukan karena aplikasi belanja online",Positif
Semenjak tiktok shop ditutup jadi banyak live NPC gitu dah anjrit ga seru banget 😭,Positif
7 Potret Deretan Artis Tanah Air Menangis usai TikTok Shop Ditutup Pemerintah ,Negatif
"Tiktok shop harus tetap ditutup, melakukan predatory pricing. Pabrik menjual langsung ke konsumen, tidak adanya skema ekonomi yang dulu sudah ada.  Pabrik - Distributor - Agen - Pembeli  Pemerintah juga harus membuka pabrik2 seperti china untuk menyeimbangi ekonomi",Negatif
" Dikasih hati minta jantung,,minta   tiktok shop di tutup lanjut minta olshop lain ditutup.. udah hukum alam yg menang itu yg bisa ngikutin perkembangan zaman,",Positif
"Pedagang ini pasti ga ngerti knapa tiktokshop ditutup. Dikira alasan utamanya karn mereka apa. Duh otak otaak Tiktok shop tuh ditutup karna basic awalnya sosial media aja, tp malah merambah ke ecommerce viralnya. Makanya regulasinya ambigu di tengah2, beda lah ama lajada sopi",Positif
"tak puas tiktok shop ditutup,pedagang tanah abg minta lazada dan shopee  di tutup         ",Negatif
"agak kaget sih tiktok shop ditutup, padahal dari TikTok shop kita bisa ngehasilin duit, tolong dibina lebih dalam dan jangan sampe merugikan umkm yg memang sudah dr 0 membangun usahanya di platform social commerce   ",Positif
"Penjual ini mungkin mikir kalau TikTok Shop ditutup karena bikin pasar sana ancur, padahal TikTok Shop ditutup karena izinnya enggak jelas. Makanya dia minta yang lain yang menurut dia bikin pasar ancur ikutan ditutup. Si mikirin diri sendiri tuh. 😀🤌🏻",Negatif
 mungkin idiw harus ditanya nya Lagi apa diw? Menurut idiw dalam kasus tiktok shop yang ditutup kita analisisnya pake pendekatan teori moral yang mana ya diw?"",Negatif
"Seperti TikTok Shop, Pedagang Tanah Abang Minta Shopee dan Lazada Juga Ditutup ",Negatif
"Alhamdulillah.. sejak Tiktok Shop ditutup, membuat Ps Tanah Abang ramai lagi.. ramai dgn Pedagang dulu.. nanti pengunjungnya nyusul pelan-pelan.. rejeki setiap orang sudah diatur dan ditakar kok.. tinggal jemput rejeki dgn cara yg halal..",Negatif
" Tiktok shop emang nakal, pake algoritma yg undercut pedagang2 lokal.  Tp klo pemain marketplace lainnya yg udah playing fair dan ada healthy competition di ekosistem marketplace nya mo ditutup juga, bukan salah mereka lagi. Tp pedagang2 nya yg males nerima kemajuan 😗",Positif
"Sebelum TikTok Shop ditutup, di Shopee masih banyak produk dengan keterangan dikirim dari Luar Negeri"". Dan pasca tutup, produk-produk tersebut sebagian besar ""dihapus"". Apakah kebetulan atau sebenarnya memang model import barang satuan terjadi tidak hanya di TikTok saja ya?""",Positif
TikTok Shop ditutup. Yama Carlos bingung nasib barang dagangan. ,Negatif
 Mereka pikir setelah tiktok shop ditutup mereka bakal laku keras. Tapi sama aja. Makanya minta semua ditutup sekalian.,Negatif
"Tiktok shop ditutup karna dia Social media berusaha masuk ranah E-commerce tanpa ada perijinan untuk e-commerce. Tp pemerintah menyampaikan ke warga emg agak kuarng tepat. Eh ya malah ngelunjak si warga, e-commerce punya ijin jualan anjir, semarukna rek ditutup bego 😂 ",Negatif
"Tiktok shop udah ditutup, skrg mereka minta shopee dll juga ikut ditutup. Fix kita bakal balik ke zaman barter",Negatif
" Tiktok shop ditutup sih masih masuk akal karena awalnya emang tiktok buat socmed bukan e-commerce, tapi kalo shopee, lazada ga masuk akal udah jelas kan e-commerce. Kebayang misal kalo orang sumatera mau bakpia masa harus ke jogja dulu 🙃",Positif
" pikirnya cm mereka aja yg dagang kali ya,padahal puluhan taun mereka jadi rajanya pasar,oke katakan tiktok shop ditutup saya setuju bang karena menyalahi aturan,tp kalau e commerce mereka main bacot minta ditutup kan gila..suruh dagang aja di suriah yg jelas masih offline..",Negatif
" Duly mak gw saja ke sana itu LUAMAAAAAAA BANGET saking udahlah rame, ya... parkiran liar lah dulu😔🙏🏻🙏🏻  Sekarang tiktok shop ditutup, emak gw biasa² saja tapi gw nya yang badmood gara² mikirin gini terus mak gw lihat live sama beli lagi buat dijual ke teman² nya gimana njer""""",Negatif
" wadaw, tiktok shop ditutup ges? yaudah aku ada nice info nii. coba buka deh berita di sini  katanya ecomnya biru lope itu lagi bagi2 voucher iklan 300.000 lohh. cuan bgt ga si buat kita para seller",Positif
 Gak mikirin apa kalo marketplace semua ditutup ada brp ratusan manusia yg bakalan nganggur?! Klo mslh tiktok shop msh bisa diakalin karena kebanyakan seller di tt shop adlh seller di marketplace lain. Tapi kalo semua mp ditutup gatau lg deh😩,Positif
" Klo Tiktok sih msh bisa dimaklumin ditutup krn izin mrk kan awalnya utk platform sosmed bukan izin utk online shop, nah klo Lazada, Shopee kan emg izinnya utk online shop?",Negatif
Kondisi Tanah Abang Pasca TikTok Shop ditutup..  Sesuai harapan?!  🎥 raffa.muslim ,Negatif
"Goblok. Lu yang migrasi ngikut teknologi dong, masa takut nerima kemajuan teknologi.  Kalau TikTok Shop ditutup gue masih setuju dah karena bakar uangnya gak ngotak, yang laen sih masih mending.",Negatif
"Kalo TikTok shop minta ditutup masih bisa dipahami, sih. Soalnya emang merusak harga pasar beberapa kali. Tapi kalo olshop lainnya ditutup, ini udah ngga wajar. Buat orang-orang yang ngga ada modal nyewa ruko di pasar dan lainnya, jualan di olshop tu bisa jadi alternatif.",Negatif
Tiktok shop ditutup karena dianggap mematikan pedagang lokal.  Mematikan pedagang lokal atau pedagang lokal yg gamau beriringan sm teknologi? (I means yg primitif dan gamau ikuti sesuai zamannya),Negatif
Emang kalo di hapus semua. Yakin bakalan rame ??? . . . Di tanah Abang ada yang jual bahan cosplay ? Ada yang jual stand paper nya BTS ?? Acrylicnya BTS ? Kaga kan - - ... kenapasihhh ???. Tiktok shop ditutup aja udh banyak kurir yang di pecat karena paket yang makin dkit. Herman,Positif
Kata gua juga ape. Tiktok shop ditutup gakbikin tanah abang jd rame semua sektor lg ngalamin krisis konsumen ko,Positif
"Ini pedagang di tanah abang mau nya lo pada apaan sih hah??  Tiktok shop udah ditutup sesuai kemauan lo kan, skrg malah minta e-commerce macam tokopedia, shoppee ikut ditutup juga?  Kalo dagangan lo emang kagak laku gausah bawa-bawa lapak lain nya, tolol banget mindset nya",Positif
 gue maklumin kalo tiktok shop ditutup karna emang promosinya gede2an bgt yg buat umkm lain kalah jauh. tapi bukan berarti online shop lain harus ditutup juga ye anjir gue mau belanja dimana ntarr?! 🥹🫵🏻,Negatif
Pedagang tanah abang nih apa banget yak sudah lah minta tiktok shop ditutup pake minta e-commerce  lain ditutup pula. Dikira indonesia ini tinggal di jakarta kabeh apa y😮‍💨,Positif
" Banyak mau udah tau money flow orang banyak buat ngedepo judol/slot malah yg didemo tiktok shop, itu platform mempermudah menjangkau penjual diluar Jakarta lewat live/fitur toko onlinenya malah minta ditutup, noh judol di demo biar cepet diblokir",Positif
"TikTok Shop Ditutup, Selebritas Ungkapkan Kekecewaan dari Ruben Onsu sampai Alice Norin  ",Negatif
"TikTok Shop ditutup, lalu pada minta Shopee dan Lazada ditutup juga.  Ada yang belum kesebut?",Negatif
"  Itu gk ditutup permanen, cuma harus ikut regulasi yg ad.. contohnya sj mengutamakan produk dl negri, sementara tiktok shop itu bebas barang dr mana sj dia ambil. dan gk punya izin e-commerce juga",Positif
 Plis gara2 tiktok shop ditutup gua sama tmn2 nganggur 2minggu karna jualan menurun drastis,Positif
"TikTok shop resmi ditutup, imbas diberlakukannya peraturan pemerintah yang baru yang melarang aktivitas e-commerce di platform media sosial.      ",Positif
" Yup kalo e commerce udah dijalur yang bener, makanya kemaren Tiktok Shop ditutup karena ijin medsos. Skrg mefeka lagi bangun aplikasi khusus e commerce.",Positif
" Cuma karna Tanah Abang YANG MANA ITU CM DI JKT, tiktok shop ditutup. Marketplace kek tiktok shop dll bisa menjangkau indonesia sis hadeh",Negatif
" SIA WE ANJING NU DITUTUP OMSET KELUARGA GUA ANCUR GRGR TIKTOK SHOP DITUTUP,TERUS KALO SHOPEE DITUTUP AING KUDU NGIDER KITU DAGANG NA.",Negatif
"Ngelunjak maksimal .. Udah dikasih enak-enak Tiktok Shop ditutup, pedagang Tanah Abang minta Shopee dan Lazada ditutup .. Nanti sepi mewek lagi ... Padahal toko oren &amp  ladaza kui e-commerce, bukan medsos.  Tiktok Shop kabarnya mau reborn jadi e-commerce..  Pusing deh ntar .. 🤦‍♂️ ",Positif
"  Padahal tiktok shop ditutup karna belum ada izinnya sebagai ecommerce. Liat aja, nanti tiktok balik lagi sebagai ecommerce pd nangis tuh orang tanah abang 🥲😫",Negatif
" udah tiktok shop ditutup, shopee luar negeri juga ditutup, masih aja kurang",Negatif
" Karna dari awal alasan yg disampaikan pemerintah tiktok shop ditutup karna pasar bla bla bla sepi"" coba dari awal bilang ""tik tok shop ditutup karna regulasinya"" pasti tidak mungkin aneh2 lagi, tapi bercanda, orang kita kan kebanyakan literasinya cukurukuk... ",Positif
" BTW itu kan tiktok shop ditutup karna dia embeded di aplikasi sosmed tiktok nya, klau lajada copiii ama dll kan emang ya e commerce... Mau disruh ttup pemerintah sndri yg bklan bngung gmna nutup nya krn mreka punya ijin khucussss.. 😁😁",Positif
"Setelah TikTok Shop, Kini Viral Pedagang Tanah Abang Minta Shopee dan Lazada Ditutup  ",Negatif
"semenjak tiktok shop ditutup, proses payment jadi aga lebih susah. Di bantu follow ya sahabat semua, thnks u.  ",Negatif
Dih🙃 Tiktok shop ditutup bukan krn lu kali wakk..  Ditutup krn gapunya izin e-commerce bukan grgr lu🤭🤭 pede amat luuuu,Positif
" ini tuh tulisan udah dari beberapa bulan yg lalu deh. kok sekarang malah diasumsikan jd tulisan yg baru dibuat, krn tiktok shop baru ditutup? menggiring opini banget dimana2",Positif
 Kalo ini mah ngelunjak namanya. Setauku salah satu alasan tiktokshop ditutup kan karna regulasi ijinya aja. Padahal sebelum ada tiktok shop mereka juga udah jualan di ecommerce atau jualan online lewat pelanggan lamanya,Negatif
"Kalo shopee dan lazada gabisa ditutup karena ijinnya sah, bayar pajak juga. Beda dengan tiktok shop yg ijinnya media sosial bukan e commerce. Ini pra pedagang offline juga kudu diedukasi biar gak ricuh merasa gak terima karena tiktok shop aja tutup masa yg lain nggak.",Negatif
" Tiktok shop ditutup karna dia ngedatengin barang dari LN otomatis barang dalam negeri kalah saing jadi betul kalo ditutup, lah kalo laz*da sama shupi ditutup malah jadi kemunduran perdagangan era digital, orang diajak maju malah susah hadeh",Negatif
Mau ngomel ke pemerintah soal efek tiktok shop ditutup juga percuma wkwk berdampak bgt ke kurir sih,Negatif
Tya Ariestya sedih karena harus melakukan penyesuaian setelah TikTok Shop ditutup. ,Negatif
Banyak orang masih ngira klo alasan tiktok shop ditutup adalah krn permintaan dr para pedagang pasar tanah abang ini.  Padahal kan sudah jelas alasannya adalah krn pemerintah melarang platform sosmed buat jualan/lakuin transaksi secara langsung.,Positif
  Terus sebener nya karna apa tiktok shop ditutup ka????,Negatif
" Mereka ke GeEran, dikiranya tiktok shop ditutup karena mereka kali...",Negatif
" Mereka protes tiktok shop bikin mereka sepi, okelah toh tiktok juga bkn apk buat jualan, lah kalo shoope lazada tokped kan emang apk buat jualan, kalo yg tiga itu ditutup ya sama aja mereka mematikan mata pencaharian ratusan atau bahkan ribuan orang, mikir kalo mau protes",Positif
 Padahal TikTok shop ditutup gara2 ga sesuai aturan pemerintah. Beberapa bulan lagi paling muncul aplikasi TikTok shop sendiri.,Positif
 Sebenernya tiktok shop ditutup juga bukan karena pedagang Tanah Abang tapi jadi besar kepala 😄,Negatif
Barang konsumen yang bergerak cepat (FMCG) di Indonesia masih bisa terus berkembang meskipun TikTok Shop ditutup. Ini lantaran brand masih memiliki banyak opsi platform lain untuk berjualan. ,Positif
" dipikir mereka tiktok shop ditutup karena tanah abang sepi kali ya, padahal karena ga sesuai regulasi😂",Negatif
Ramai peniaga online sedih ketika buat 'live' terakhir apabila TikTok Shop Indonesia rasmi ditutup - ,Negatif
"Tiktok shop itu ditutup karena emang persoalan perizinan di indo, kalo olshop lain mah g bakal bisa di sleding pake hukum yg sama, soale  olshopnya dah legal 💁🏻‍♀️",Positif
"Jaman berubah. Tiktok shop sudah ditutup. Skrng ada yang minta E-Commerce juga ditutup.   Pak Teten selain regulasi, konsep pasar bebas yg terjadi saat ini juga harus disampaikan ke UMKM kita agar bisa fight dan tdk selalu menyalahkan pasar.   ",Positif
"Tiktok shop yang ada ribuan orang bisa nyari duid ditutup, noh judol jutaan orang hidupnya berantakan urusin.  Ini kalau gini gua sebagai rakyat marahnya harus ke siapa??? Hah??",Negatif
"Kali ini ga bisa donk. Kemaren tutup tiktok shop kan krn emang tuh apps campurin e-commerce dgn sosmed. Klo full e-commerce ya gak bakal ditutup. Mintanya Judi Online tuh ditutup, biar daya beli masyarakat ga hilang. Biar Tn Abang ramenya ga pas Lebaran doank.",Negatif
"Allah maha baik Allah maha ngerti, kerja lagi solo gini tiktok shop ditutup masyaallah ngeringanin kerjaan bgt🥲🤍",Positif
3 Cara Agar Tetap Dapat Pembeli dari TikTok Meski TikTok Shop Ditutup        lewat ,Negatif
"Setelah TikTok Shop Tutup, Pedagang Tanah Abang Minta Lazada, Shopee dan Online Shop Lain Ditutup Juga ",Negatif
"Yg tiktok shop jg ditutup jg bkn krn semata2 mrka, tp mrk nya ke geer -an. lmao",Negatif
"TIKTOK SHOP DITUTUP, MENDAG DIGERUDUK NETIZEN  Full Video Youtube:  ",Positif
"Tiktok shop ditutup aja udh aneh, ini pke minta e-commerce yg lain jg ditutup.",Negatif
" Padahal tiktok shop ditutup poin utamanya bukan karna mereka, tp ya karna izin aplikasinya itu bukan buat e-commerce. Eh malah ngelunjak ngerasa dibela pemerintah",Positif
Tiktok shop udh ditutup tp pedagang tanah abang masih minta e-commerce lain ditutup jg krn dianggep blm ada perubahan. Source: ig cretivox,Negatif
Setelah TikTok Shop resmi ditutup pedagang Tanah Abang merasa kurang puas karena penjualan mereka belum meningkat dan tergolong sepi. Pedagang Tanah Abang menaruh banyak sekali poster untuk petisi menutup platform jual beli online seperti Shopee dan Lazada.   ,Positif
" Sayang Tiktok Shop keburu ditutup, bisa jual di sana",Negatif
"Tiktok Shop telah resmi ditutup oleh pemerintah pada Rabu 4 Oktober lalu. Kebijakan ini menimbulkan pro dan kontra di kalangan pedagang dalam negeri, salah satunya di Kota Bandung.  ",Negatif
"pedagang tanah abang ini sadar nggak ya kalo tiktok shop itu ditutup bukan karena mereka, tapi ya karena e-commerce besar itu yang takut kalah saing 😂",Negatif
 Lahh kocak😅 Tiktok shop dah ditutup masi aja sepi tu,Positif
agak pengen komen pendapat pribadiku sdikit maaf bgt klo salah kata🙏🏻 waktu tiktok shop ditutup masi paham knpa para pedagang ini minta ditutup karna emg harganya itu bisa jauh bgt sama harga pasaran jdi aku mengerti knapa mereka minta seperti itu—,Negatif
" Tiktok shop ok gw setuju ditutup, tapi tidak dengan laza,tokp,shoppe dll.",Positif
" yaallah, nangis sekebonn. Jangan sampe deh shopee sama lazada dihapus juga, kemarin kan tiktok shop udaah ditutup. ☹️",Negatif
TikTok Shop resmi ditutup pada Rabu (4/10). Beberapa agensi pun tutup dan berencana melakukan PHK terhadap karyawannya.  Baca selengkapnya:      ,Positif
" Akibat narasi pemerintah juga yang gak tepat buat edukasi masyarakat alasan utama penutupan tiktokshop kenapa, akhirnya mereka ini pada besar kepala ngerasa menang kalo tiktok shop ditutup murni karena ‘Tanah Abang sepi’ padahal gak sesimpel itu 😶",Positif
"Definisi ngelunjak. Tiktok Shop ditutup, minta e-commerce lain juga ditutup. Hadeh! ",Negatif
" Masyarakat indonesia itu bukan pedagang Tanah Abang aja.   Kemarin tiktok shop ditutup, emang ga dipikirin apa para pekerjanya sekarang cari uang gimana?  Harusnya tiktok shop diregulasi bukan ditutup gitu aja. Sekarang malah minta yang lain lain ditutup juga",Negatif
 Tanahabang cemburu itu. Padahal tiktok shop ditutup nggak ngaruh masih sepi aja.,Negatif
" Abaikan aja. Hampir gak mungkin kok. Kemarin kan tiktok shop ditutup karena emang gak sesuai ketentuan, bukan karena tuntutan orang-orang tanah abang.",Negatif
" Jadi benar saja tiktok shop ditutup ya, masuk akal sih... (lagian ga pny tiktok juga)",Positif
"banyak mau, mending balikin aja tuh tiktok shop, lagian mau ditutup juga Tanah Abang bakalan tetep sepi karena hal ginian",Positif
"tiktok shop ditutup krn ga punya izin, yang lain ma punya wle",Negatif
"🙄🙄 Setelah TikTok Shop, Kini Viral Pedagang Minta Shopee dan Lazada Ditutup  ",Negatif
" cari cara sendiri ga usah manja, tiktok shop ditutup juga ada yang dirugiin",Positif
"  Klo tiktok shop saya setuju ditutup krn faktor spyware nya serem. Tp marketplace shop lain.. ya sekalian jgn ada yg jual grosir, mall, cuma ITC aja.",Negatif
"loh, memangnya tiktok shop ditutup atas dasar kepedulian pada pedagang tanah abang? 🤭",Negatif
"Percaya deh pedagang Tanah Abang yg ngomong ini, kalian cuma nambah musuh aja serius. Bukannya tambah rame, masyarakat malah makin kesel sama pedagang Tanah Abang. Masyarakat soalnya udah kesel pas tiktok shop ditutup, jgn bikin besar api yg udah ada dengan statement ini lagi.",Positif
" Perihal tiktok shop bisa dimaklumi krn emg salah TikTok yang ga buka lapak ke e-commerce, tapi Shopee lazada apa yang mau ditutup? Mereka e-commerce dan ada peraturannya juga. Untuk kali ini gua ga setuju sama tuntutan penjual UMKM, keliatan ego kalian haduh 👎",Negatif
"TikTok Shop Ditutup, Agensi Tutup dan PHK ",Negatif
" tiktok shop itu ditutup bukan buat menuhi kemauannya pedagang offline, tapi karena aktivitasnya yang ga sesuai sama izin.",Negatif
"😅😅😅  Tiktok Shop ditutup karena misregulasi + potensi predatory pricing. Kalau masih gak bisa bersaing, tentu harus masing2 introspeksi model bisnis, supply chain, &amp  struktur biayanya.",Negatif
 Tapi tiktok shop emg pantes ditutup sih.,Negatif
TikTok Shop Ditutup di Indonesia: Dilema Etis Big Data dan Privasi Pengguna  ,Positif
" Tiktok shop ditutup aja bener² berpengaruh sama Penghasilan konfeksi, meskipun jualan ditanah abang juga tapi gak segede online omsetnya. Bahkan sekarang konfeksi tempat suami kerja semua pegawai nya diberhentikan sementara karna stok numpuk",Positif
" setelah ini, giliran pemilik toko di shopee, lazada dan tiktok shop minta tanah abang ditutup",Negatif
Masih setres tiktok shop. Aku kira gak bakal ditutup beneran. Tau gitu checkout dr maren². Mana selisih 100rb sm sopi beuh pusink,Positif
"Soal tiktok shop, agree sih. Karna status social-commerce dan algoritma iklan yang cenderung gak “fair”. Tapi kalau semua e-commerce ditutup ini mah NGELUNJAK. Ikutin perkembangan zaman dengan harga bersaing atuh mba/mas. Jangan mematikan usaha orang lain gitu 😅",Positif
"Wooooo la emang gblk, ga bisa bersaing di era modern kok malah nyalahin toko online, kmrn2 tiktok shop itu krna jd 1 sama sosial media, makanya kudu dipisah bukan ditutup, ga laris tu krna emang daya bli lg turun krna judol, makanya desak pemerintah buat block semua situs judol",Negatif
" Idih woy yg tiktok shop aja masih ga habis pikir kok bisa ditutup. kalian semua ga mau berinovasi anjer. Zaman udah modern masih doang jalan di tempat, ikut join jual online juga kek. Hp udah smart kok manusianya ga smart2 heran. sumpah kesel banget, kok ngelunjak",Negatif
" lagian tiktok shop bukan ditutup karena pedagang tanah abang sih menurutku, cuman tanah abang aja nih yg dijadiin alasan buat nutup tiktokshop :)""",Positif
" Tiktok shop ditutup okelah, karena belum berizin. Tp kalau shopee, tokped dan sejenisnya minta ditutup, tu pedagang tn.abang sama aja nyuruh tutup pasar (online) satu Indo, alias lu tolol anying ngelunjak.",Negatif
" gausah ngadi ngadi deh anjiiir, masalahnya di tanah abang pun ngasih harga udah gak ngotak yaa mentang2 tiktok shop ditutup, sebelum tiktokshop ditutup aja harganya gila2an",Negatif
"Mereka ga mikirkah? indonesia itu luas, kasian yg rumah nya ga deket tanah abang. masa iya kudu beli langsung kesana, belum lagi di sana tuh banyak copet, kok kesan nya udh di kasih tiktok shop tutup sama shopee luar ditutup bukanya terimakasih malah ngelunjak?",Negatif
"TikTok Shop Ditutup, Produk Impor Tetap Dominan ",Negatif
"Akibat tiktok shop ditutup, temen² dari ekspedisi merah yg mana punya MoU eksklusif dg tiktokshop  volume paket menurun drastis, masa masih ada desas desus minta ecom lain ditutup jg 😮‍💨😮‍💨",Negatif
Alhamdulillah pasar Tanah Abang sudah ramai kembali semenjak TikTok shop ditutup. ,Positif
"Bentar, dari awal tiktok shop ditutup juga bukan karena tanah abang sepi tapi karena masalah perizinan. Si geer.",Negatif
"Menurut Pak Ganjar Pranowo tentang Tiktok shop yang udah resmi ditutup sama pemerintah, wdyt guys?!       ",Negatif
" Wkwkwk, dikira tiktok shop ditutup demi mereka, padahal mah krn lobi dr yg eta....",Negatif
"Begini kondisi Pasar Tanah Abang setelah beberapa hari TikTok Shop ditutup. Apakah kembali rame?   Menurut pedagang yang sudah berdagang di Pasar Tanah Abang selama lebih kurang 20 tahun itu, regulasi soal pengiriman barang imporlah yang perlu diatur. ",Positif
 plis lahh yg belanja emh harus ke tanah abang semua???? heran gukasihani gue juga dong pedagang awal di tiktok shop baru mulai karir lagi bagus2nya ditutup :) padahal penghasilan sripilan dr situ ... tapi ya sudahlah.. ini malah mau ngelnjak lagi ke marketplace lainnya",Positif
"setelah tiktok shop ditutup, jadi males belanja online.",Negatif
"Curhat Pelaku Usaha di Kota Banjar, Omzet Turun Drastis Imbas TikTok Shop Ditutup ",Negatif
"TikTok Shop Indonesia dah ditutup.  Adakah Malaysia akan mengalami nasib yang sama?  Pendapat aku adalah, potensi untuk TikTok Shop Malaysia untuk ditutup juga tinggi.  Aku takde apa-apa insights tapi korang kena ingat pepatah ni...  Do no put all your egg in one basket""""",Negatif
"   Bang, tapi yang tiktok shop agak melenceng ga sih? Sampe ditutup gitu, gua malah mikirnya setelah nonton video lu waktu itu, perintah cukup buat regulasi buat tiktok shop aja?",Negatif
Pemerintah Perlu Awasi Barang Impor E-Commerce Usai TikTok Shop Ditutup ,Negatif
"Kemarin, dari AIS Forum hingga TikTok Shop ditutup untuk lindungi UMKM ",Negatif
  Kayaknya makanan seperti itu tidak bisa di jual dari China kelamaan di jalan dan keburu dan    Jika untuk barang manufaktur / pabrikan setuju tiktok shop ditutup tapi dengan makanan lokal malah membunuh UMKM sendiri. Coba survey donk biar adil.,Positif
Barang Impor Murah Berpotensi Menjamur di e-Commerce Setelah TikTok Shop Ditutup     ,Positif
" gara² hal ini emg jadi males blanja di Toped, beberapa bulan belakangan baru pindah ke Tiktok Shop, eee sekarang ditutup. Sementara ke Shopee dl 😆",Negatif
"kyk, banyak jg org yg kehilangan pekerjaannya dr jualan ongleng di tiktok bcs the gov shut down tiktok shop. tlg lah, face it. mendingan jg join drpd nyuruh ditutup, trus klo smuanya di tutup jg tp penghasilannya ttp ga berubah? mau nyalahin siapa lagi?s ",Positif
"▪️Tentang TikTok Shop Yg Ditutup▪️  Miturut penjelasan ust.  hafidzahullaah, tindakan pemerintah utk menutup TikTok Shop dikarenakan adanya banting2an harga di penjual, sudah tepat.  Wallaahu a'lam.  ",Positif
"Harusnya yang ditutup bukan TikTok shop, judol tuh merusak mental.",Negatif
"Kan udah gw duga, abis tiktok shop ditutup pasti mereka minta lagi yg lain ditutup. Padahal bukan itu permasalahannya",Negatif
"Tiktok Shop Ditutup, Waspada Barang Impor Murah Pindah ke Platform Lain ",Positif
Entahlah do'a suami siapa yg diijabah  Hingga tiktok shop ditutup Biar si istri gak cod mulu 😂  tiap hari kettt pakettt,Negatif
Gara2 tiktok shop ditutup jd blm ada pemasukan 🥺,Negatif
" Sebenernya tiktok shop ditutup karna ngelanggar regulasi, jadi kenapa pada minta ecommerce lain ditutup juga ya? hmmmm...",Negatif
"Biasanya lebih sering belanja di live nya tiktok shop, tapi karna skrg udah ditutup iseng cobain di live nya shopee, ternyata banyak banget voucher disc nya, dalam waktu 30 menit udah co di 4 toko. Dan satu toko bisa 2 3 produk 🤕 semoga kekhilafan ini tidak berlangsung lama 😭 ",Positif
"Baru Ditutup, TikTok Shop Bisa Dibuka Lagi, Tom Liwafa Ungkap Sejumlah Ketentuan dari Mendag ",Negatif
TikTok Shop ditutup bukan semata-mata pemerintah tidak mampu menyikapi perubahan atau perkembangan digitalisasi secara totalitas.  ,Negatif
💚 konteks : tiktok shop yang ditutup. Tapi pasar masih sepi.  WTA. ,Negatif
 Kesal gak tiktok shop ditutup?,Negatif
" apaan si??? gue emg kasian sm umkm jd gk sewot bgt pas tiktok shop di tutup, tp gausa ngelunjak minta yg lain ditutup jg lah anjir",Negatif
TikTok Shop Ditutup Ribuan Bisnis dan FMCG Terdampak ,Negatif
" Yg minta ditutup Tiktok shop, Lazada, Shoppee. Nah tokped aman tuh, untung biasa make tokped🫣",Positif
" Sebenernya penghapusan tiktok shop aja udah termasuk kemunduran, trus kalau mereka masih minta online shop lain ditutup ya berarti emang mereka nya aja yg pola pikirnya terbelakang",Negatif
 Buka lagi aja tiktok shop yg kemarin ditutup sih kalo begini,Negatif
